"A0002500","H0001700","H0002500","H0013700","H0014800","R0000100","R0000600","R0006500","R0006700","R0007900","R0008100","R0188000","R0214700","R0214800","R0217900","R0217910","R0223100","R0223500","R0402800","R0612100","R0828400","R1075700","R1451400","R1798600","R2160200","R2369100","R2500000","R2900000","R3100000","R3500000","R3700000","R4100300","R4500300","R5200300","R5800200","R6530300","R7090700","R7800600","T0001000","T1200800","T2260700","T3195700","T3966800","T3967300","T3977400","T3987600","T4112300","T4112500","T4113000"
445,-4,-4,-4,-4,8771,16,7,-4,8,-4,-4,3,1,11492,0,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8772,18,8,1,12,1,11,3,2,3052,1,1,1,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8773,18,10,1,8,1,11,3,2,7067,0,-5,-5,-5,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8774,16,12,1,11,1,-4,3,1,6228,0,1,1,-4,3,-4,11,-4,11,19,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8775,19,14,-4,12,-4,-4,3,1,30000,0,-4,-4,-4,-4,-4,17,17,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8776,21,15,-4,17,-4,-4,3,1,33000,0,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8777,19,9,1,9,1,11,3,2,2817,1,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8778,21,12,1,12,1,11,3,1,443,1,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8779,19,11,1,-3,-3,11,3,2,1864,1,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8780,16,11,-4,14,1,-4,3,2,3600,1,-4,1,-4,11,-4,17,11,19,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8781,18,12,1,13,1,-4,3,1,-3,-3,1,1,1,-5,1,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8782,21,12,1,12,1,11,3,2,10669,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8783,18,8,-4,8,0,-4,3,2,6000,0,-4,0,-4,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8784,15,11,-4,11,1,-4,3,1,4100,1,-4,1,-4,-4,1,17,-4,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8785,14,11,-4,11,1,-4,3,1,4100,1,-4,1,-4,-4,-4,-4,-4,11,5,5,11,11,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8786,16,12,-4,8,-4,-4,2,1,-3,-3,-4,-4,-4,-4,-4,-5,1,2,19,19,19,19,1,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8787,14,12,-4,9,-4,-4,2,2,-1,-3,-4,-4,-4,-4,-4,17,17,19,11,11,19,19,19,19,11,11,11,11,11,19,11,11,11,11,11,11,-4,-4,28000,-4,28000,0,12
445,-4,-4,-4,-4,8788,18,12,1,12,-3,11,3,2,-3,-3,1,1,11,-4,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8789,20,10,-4,9,-4,-4,2,2,20000,0,-4,-4,-4,-4,-4,-4,-4,19,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,8532,1,12
445,-4,-4,-4,-4,8790,18,12,-4,12,-4,-4,2,1,-2,-3,-4,-4,-4,-4,-4,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,64000,-4,64100,0,12
445,5,-4,-4,-4,8791,15,10,-4,-2,1,-4,2,2,4000,1,-4,0,-4,-4,-4,-4,-4,19,11,19,19,11,19,11,11,11,11,11,11,16,19,19,19,19,19,11,-4,-4,0,-4,2400,1,16
445,-4,-4,-4,4,8792,19,12,-4,8,-4,-4,2,1,30000,0,-4,-4,-4,-4,11,-4,-4,19,11,11,11,19,19,11,11,11,19,19,19,19,19,19,19,19,19,19,-4,-4,0,-4,20000,0,13
445,-4,-4,-4,-4,8793,18,11,-4,8,-4,-4,2,1,-2,-3,-4,-4,1,1,1,-4,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,44000,-4,44000,0,13
445,-4,-4,-4,-4,8794,17,10,1,8,1,11,2,2,-2,-3,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,27000,-4,28200,0,12
445,-4,-4,-4,-4,8795,21,8,1,-2,0,11,3,2,5000,0,1,0,11,-4,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8796,20,12,1,12,1,11,3,1,9250,0,-4,-4,-4,-4,-4,-4,11,19,19,19,19,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8797,18,11,-4,7,-4,-4,3,2,5000,1,-4,-4,-4,-4,11,-4,17,11,-5,19,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8798,17,11,-4,7,-4,-4,3,2,5000,1,-4,-4,-4,-5,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8799,16,11,-4,7,-4,-4,3,2,5000,1,-4,-4,-4,-4,-4,-4,-5,-5,-5,19,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8800,21,8,1,8,1,11,3,2,6228,0,1,1,11,11,11,-4,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8801,20,12,-4,10,0,-4,3,2,-3,-3,1,0,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8802,16,11,-4,8,-4,-4,3,2,12000,0,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8803,21,12,1,6,1,11,3,1,-2,-3,1,1,11,11,11,5,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8804,18,8,1,12,1,11,3,2,2714,1,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8805,18,8,-4,11,1,-4,3,1,3072,1,-4,1,-4,-4,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8806,18,15,1,18,1,11,3,1,-3,-3,-4,-4,-4,-4,-4,-4,-4,11,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8807,18,13,1,8,1,11,3,2,4040,0,1,1,11,11,11,11,11,19,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8808,17,12,-4,12,0,-4,3,1,4000,1,1,0,11,-4,11,11,11,19,19,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8809,15,12,-4,12,-4,-4,3,2,6000,1,-4,-4,-4,-4,11,-4,-4,18,11,11,19,19,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4,4,-4,-4,8810,15,6,-4,-3,-3,-4,1,1,5000,1,-4,1,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,11,11,11,11,-4,-4,-1,-1,-1,-3,8
445,1,-4,-4,6,8811,19,5,-4,2,-4,-4,1,2,6000,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,11,-5,11,-4,6,25000,0,41080,0,12
445,1,-4,-4,6,8812,18,5,-4,2,-4,-4,1,2,6000,1,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,16,6,16,11,11,11,11,11,11,11,11,11,-4,6,0,-4,11820,0,10
445,1,-4,-4,1,8813,16,5,-4,2,-4,-4,1,1,6000,1,-4,-4,-4,-4,-4,1,1,1,1,-5,11,12,-5,12,12,11,11,11,11,11,11,13,11,11,11,11,-4,1,0,0,80000,0,12
445,1,-4,-4,-4,8814,15,5,-4,2,-4,-4,1,1,6000,1,-4,-4,-4,-4,-4,17,11,11,11,11,11,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,11340,0,9
445,-4,-4,-4,-4,8815,14,5,-4,2,-4,-4,1,2,6000,1,-4,-4,-4,-4,-4,17,11,3,11,11,11,11,11,19,19,11,11,11,11,11,11,11,-5,-5,11,11,-4,-4,17000,60000,77000,0,12
445,-4,-4,-4,-4,8816,19,11,1,10,1,11,3,2,4000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8817,14,11,-4,11,-4,-4,3,1,-2,-3,-4,-4,-4,-4,-4,17,17,18,11,19,11,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3,-4,-4,4,8818,21,12,1,8,0,11,2,2,3046,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,11,11,-4,-4,42000,0,42000,0,14
445,-4,-4,-4,-4,8819,15,8,-4,12,1,-4,3,2,-2,-3,-4,1,-4,-4,-4,-4,-4,19,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8820,14,8,-4,12,1,-4,3,1,-2,-3,-4,1,-4,-4,-4,-4,-4,19,19,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8821,21,18,-4,18,-4,-4,3,2,40000,0,-4,-4,3,-4,-4,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8822,20,12,1,14,1,11,3,1,4000,0,-4,-4,-4,11,11,11,11,11,11,-5,-5,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8823,20,11,1,12,1,11,3,1,-3,-3,-4,-4,15,11,-4,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8824,14,12,1,12,1,-4,3,1,3500,1,1,1,11,-4,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8825,21,12,1,14,1,11,3,2,310,1,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8826,20,10,1,12,1,11,3,2,1800,1,1,1,11,16,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8827,21,12,1,14,1,11,3,2,0,1,1,1,11,11,11,11,16,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8828,22,12,1,12,1,11,3,2,2100,1,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8829,20,12,1,13,1,11,3,2,2110,1,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8830,19,14,1,12,1,11,3,2,2900,1,1,1,11,-4,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8831,21,12,1,12,1,11,3,2,4000,0,1,1,11,11,11,11,11,11,-5,-5,11,11,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8832,18,12,-4,10,1,-4,3,1,-3,-3,-4,0,5,11,-4,11,17,19,11,11,11,5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8833,17,9,-4,9,1,-4,3,2,-2,-3,-4,0,3,-4,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8834,16,9,-4,10,1,-4,3,1,-2,-3,-4,0,-4,-4,-4,11,11,19,11,19,19,11,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8835,19,11,-4,6,0,-4,3,1,5580,0,-4,0,-4,-4,-4,11,11,11,11,11,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8836,22,12,-4,12,0,-4,3,1,19000,0,-4,0,-4,-4,-4,11,17,19,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8837,22,12,-4,-2,0,-4,3,1,19000,0,-4,0,-4,-4,-4,11,17,19,19,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8838,19,12,-4,16,0,-4,3,1,19000,0,-4,0,-4,-4,-4,6,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8839,21,9,1,12,1,11,3,2,-3,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8840,18,11,1,-3,1,11,2,2,-3,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,24000,24000,0,12
445,-4,-4,-4,-4,8841,21,12,1,12,1,11,3,2,3025,1,1,1,11,11,11,11,-5,-5,-5,-5,-5,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8842,17,12,-4,8,-4,-4,3,1,6000,1,-4,-4,-4,11,-4,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8843,16,12,-4,2,-4,-4,3,1,6000,1,-4,-4,-4,-4,11,11,-4,19,-5,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8844,14,-2,-4,3,-4,-4,3,1,6000,1,-4,-4,-4,-4,-4,-4,-4,19,19,19,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8845,19,12,1,12,1,11,3,2,3900,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8846,19,12,1,12,1,11,3,1,6910,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8847,17,13,1,16,1,11,3,2,-3,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8848,21,14,1,12,0,11,3,2,2000,1,-4,0,-4,-4,-4,17,11,11,-5,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8849,17,9,-4,8,1,-4,3,2,4600,1,1,1,-4,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8850,15,-3,-4,8,1,-4,3,1,4600,1,-4,1,-4,-4,-4,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8851,16,7,1,-4,-4,-4,3,2,3072,1,1,0,-4,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,3,-4,-4,8852,19,4,-4,4,-4,-4,1,1,5000,1,-4,-4,-4,-4,11,11,11,11,11,-5,11,11,11,11,11,11,19,11,11,11,11,-5,11,11,11,11,-4,-4,-2,-4,-2,-3,12
445,-4,3,-4,-4,8853,15,4,-4,5,-4,-4,1,2,5000,1,-4,-4,-4,-4,-4,-4,-4,18,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,2000,1,13
445,-4,-4,-4,-4,8854,16,8,1,3,1,-4,1,2,5000,1,1,1,-4,-4,-4,-4,-4,18,11,11,19,11,11,11,11,11,11,19,11,11,11,11,-5,11,11,11,-4,-4,29000,-4,-2,-3,12
445,-4,-4,-4,-4,8855,19,9,-4,6,-4,-4,1,1,20000,0,-4,-4,-4,-4,-4,17,17,19,19,19,11,19,11,19,19,19,19,19,19,19,11,19,11,11,11,19,-4,-4,53000,-4,53000,0,14
445,5,-4,-4,-4,8856,15,3,-4,5,1,-4,1,1,7700,1,-4,1,-4,-4,-4,-4,-4,19,19,19,11,11,11,11,11,11,11,11,19,11,11,11,11,11,11,11,-4,-4,10000,0,12760,1,12
445,-4,-4,6,-4,8857,20,7,-4,-2,1,-4,1,1,9000,1,-4,-4,-4,-4,-4,11,17,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,48000,52500,100500,0,9
445,-4,-4,-4,-4,8858,16,7,-4,-2,1,-4,1,2,9000,1,-4,1,-4,-4,-4,-4,-4,19,19,11,19,11,11,11,19,11,11,11,19,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8859,15,8,-4,8,1,-4,1,1,9000,1,-4,1,-4,-4,-4,-4,-4,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,23000,0,23000,0,13
445,-4,3,-4,-4,8860,21,12,-4,12,-4,-4,1,1,25000,0,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8861,15,13,-4,15,-4,-4,1,2,21500,0,-4,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,19,11,11,-5,11,19,19,19,19,-4,-4,46000,-4,-2,-3,17
445,-4,-4,-4,-4,8862,20,12,-4,16,-4,-4,1,1,15000,0,-4,-4,-4,-4,11,17,-4,19,19,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4,-4,-4,-4,8863,18,13,-4,12,1,-4,1,1,7161,0,-4,1,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,56500,40000,96500,0,14
445,-4,-4,-4,-4,8864,17,3,-4,1,-4,-4,1,2,8000,0,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,21000,19000,40050,0,14
445,-4,-4,-4,-4,8865,17,10,-4,-3,-3,-4,1,1,8000,0,-4,1,-4,6,-4,-4,-4,19,19,19,11,19,19,-5,19,11,19,6,19,19,19,6,19,11,11,16,-4,-4,1000,-4,1000,1,10
445,-4,1,-2,-4,8866,17,3,0,-2,1,-4,1,1,10120,0,0,0,11,-4,-4,11,11,11,11,19,-5,11,11,11,11,11,11,11,11,11,16,11,11,11,11,11,-2,-4,0,-4,41320,0,12
445,-4,3,-4,-4,8867,18,10,1,0,-4,-4,1,2,-3,-3,-4,-4,-4,11,-4,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,11,19,19,19,11,-4,-4,0,-4,0,1,12
445,-4,3,-4,-4,8868,15,10,-4,-2,-4,-4,1,1,5000,1,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,5,19,11,11,11,11,-4,-4,21000,-4,21000,0,10
445,-4,-4,6,-4,8869,20,0,-4,6,-4,-4,1,2,9000,1,1,1,11,11,11,11,11,11,11,-5,11,11,11,11,11,11,11,11,11,-5,11,11,11,11,11,11,-4,-4,0,14000,21392,1,9
445,-4,-4,-4,-4,8870,15,6,-4,1,-4,-4,1,2,9000,1,-3,-3,11,11,-5,-4,11,11,11,11,11,11,11,11,11,11,19,-5,11,11,11,11,11,11,11,11,-4,-4,9547,-4,9547,1,11
445,1,-4,-4,-4,8871,18,2,-4,2,0,-4,1,1,3110,1,-4,0,-4,-4,-4,-4,11,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,32000,20000,52000,0,12
445,-4,2,-4,-4,8872,16,4,0,-3,1,-4,1,1,3110,1,0,1,-4,-4,-4,-4,17,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,67000,-4,67000,0,12
445,-4,-4,-4,-4,8873,17,3,1,-2,1,-4,1,2,8000,1,1,1,-4,-4,1,11,1,11,11,11,11,11,11,11,11,12,12,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8874,21,12,-4,12,-4,-4,3,2,10000,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,5,-4,-4,-4,8875,20,4,-4,14,-4,-4,1,2,10000,1,-4,-4,-4,-4,-4,-4,17,-5,-5,19,19,11,19,11,19,19,11,19,19,-5,-5,-5,19,19,19,19,-4,-4,0,-4,20475,1,15
445,5,-4,-4,-4,8876,14,4,-4,14,-4,-4,1,1,10000,1,-4,-4,-4,-4,-4,-4,1,1,2,19,19,19,19,11,19,19,11,19,19,-5,-5,-5,19,19,19,19,-4,-4,12000,-4,-2,-3,12
445,5,-4,-4,-4,8877,16,4,-4,14,-4,-4,1,1,10000,1,-4,-4,-4,-4,11,11,-4,19,11,11,11,12,12,12,-5,11,11,11,11,11,-5,-5,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8878,16,6,-4,8,-4,-4,1,2,6696,1,-4,-4,-4,-4,3,3,11,11,19,11,19,11,11,11,19,19,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,8879,15,10,-4,12,-4,-4,1,1,6696,1,-4,-4,-4,-4,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,48000,22500,70500,0,12
445,-4,-4,-4,-4,8880,20,12,-4,12,-4,4,1,1,32000,0,-4,-4,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,11,11,11,11,-4,-4,111000,55000,166900,0,14
445,-4,-4,-4,-4,8881,20,12,-4,6,-4,-4,1,1,10000,1,1,1,11,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,28000,90000,0,12
